tf_id,bdgi,NA,prop_gi,sum_areas,check,built,description,oslandusetiera,oslandusetierb,capturespecification,planted_by,plant_date,area,class_area,feature,trees,tf_age,elevation
338,2801992.24068133,2839160.11421143,0.496705648846919,2018336.699709,0,0.357543474835062,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"School Children, Earthwatch

",2023-02-07,200,30,Yes,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",275,83.888427734375
339,398140.575491507,56933.7847123934,0.874891249230382,455074.3602039,0,0.855145332198335,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch, University Staff & Students

",2023-03-21,200,30,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, sessile(Quercus petraea) | Wild service tree(Sorbus torminalis)",233,59.7853965759277
342,969516.531894933,812075.109625218,0.544185608699695,1781591.64152015,0,0.432901767361727,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"School Children, Landscape contractors

",2023-04-19,204,20,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Gorse(Ulex europaeus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",204,6
343,633700.38021462,1746955.41115088,0.266187318012547,2380655.79136549,0,0.242213726007667,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children

",2023-01-01,205,18,No,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Gorse(Ulex europaeus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea)",312,19.1247596740723
344,270778.442180116,1838655.23089646,0.128365468720896,2109433.67307658,0,0.328546407610739,Bare Earth Or Grass,Education,"[""School""]",Rural,"
",2023-01-01,205,18,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dogwood(Cornus sanguinea) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Willow, goat(Salix caprea) | Willow, grey(Salix cinerea subsp. Oleifolia)",312,9.17609405517578
345,1210784.48945062,340542.357663697,0.780483166202434,1551326.84711432,0,0.506197327861182,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,205,18,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Willow, grey(Salix cinerea subsp. Oleifolia)",312,13.6085271835327
346,319051.08838013,1534733.14761577,0.172107995194343,1853784.2359959,0,0.40992215083084,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children

",2023-01-01,205,18,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Willow, grey(Salix cinerea subsp. Oleifolia)",312,7.53253650665283
347,1108088.40794953,1299687.32286017,0.460212466539355,2407775.73080971,0,0.233581181169869,Bare Earth Or Grass,Education,"[""School""]",Urban,"Earthwatch

",2023-01-01,190,17,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",312,9
348,808367.034761858,1017281.51955378,0.442783488010858,1825648.55431564,0,0.418878016464186,Bare Earth Or Grass,Education,"[""School""]",Urban,"Earthwatch

",2023-01-01,200,20,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea)",312,4
349,1102499.91302744,1024911.29107623,0.51823545485742,1218950.29732426,0,0.611996069595016,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children, Earthwatch

",2023-03-02,205,25,No,"Alder(Alnus glutinosa) | Bilberry(Vaccinium myrtillus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Elm, wych(Ulmus glabra) | Gorse(Ulex europaeus) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Willow, grey(Salix cinerea subsp. Oleifolia)",252,23.1546134948731
352,405145.304023464,1945380.08308588,0.172363721849313,2350525.38710935,0,0.251804531557114,Bare Earth Or Grass,Education,"[""School""]",Rural,"Corporate Employees, Volunteer Group, Earthwatch

",2023-02-09,199,28,No,"Beech, common(Fagus sylvatica) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Box, common(Buxus sempervirens) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana) | Whitebeam(Sorbus aria) | Wild service tree(Sorbus torminalis)",273,146.096740722656
353,611531.207404678,1201153.28576842,0.33736218834983,1812684.49317309,0,0.42300460529095,Bare Earth Or Grass,Unknown Or Unused Natural,[],Rural,"Volunteer Group, Local Residents, Earthwatch

",2023-03-17,180,,No,"Alder(Alnus glutinosa) | Alder buckthorn(Frangula alnus) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",237,76.3938522338867
355,1481795.42491021,1537769.41873708,0.490731446959215,1644469.62494384,0,0.476549060851427,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, Earthwatch, Landscape contractors

",2023-02-14,200,30,No,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia)",268,93.3033065795899
356,2020745.2537128,639814.787771895,0.759518756278526,2660560.04148469,0,0.153117436009868,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Volunteer Group, Local Residents, School Children

",2023-03-08,200,1,,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wild service tree(Sorbus torminalis)",246,26.4290447235107
357,429900.868181529,254022.304671735,0.628580643624082,683923.172853265,0,0.78230049269062,Non-Coniferous Trees And Scrub,Unknown Or Unused Natural,[],Urban,"
",2023-03-24,200,1,,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Gorse(Ulex europaeus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Maple, field(Acer campestre) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Wild service tree(Sorbus torminalis) | Willow, goat(Salix caprea)",230,27.6922836303711
359,309368.295728348,1139329.95725908,0.213549160489691,1448698.25298743,0,0.538865023976915,Non-Coniferous Trees,Unknown Or Unused Natural,[],Rural,"Corporate Employees, Local Residents, School Children

",2023-03-30,200,1,,"Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Lime, large-leaved(Tilia platyphyllos) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wild service tree(Sorbus torminalis)",224,75.5038757324219
363,963812.493856084,358869.323600413,0.728680534604676,1322681.8174565,0,0.578977301228052,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"
",2023-03-23,200,1,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Beech, common(Fagus sylvatica) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dogwood(Cornus sanguinea) | Guelder, rose(Viburnum opulus) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wayfaring tree(Viburnum lantana) | Wild service tree(Sorbus torminalis)",231,48.9323692321777
364,369413.300512061,71652.164497877,0.837547552048169,441065.465009939,0,0.859604502033086,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Local Residents, School Children

",2023-03-14,200,1,,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",240,48.3309364318848
365,826509.851236131,166220.722116269,0.832562100354228,992730.573352401,0,0.684004044185028,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Local Residents, School Children

",2023-03-15,200,1,No,"Alder(Alnus glutinosa) | Beech, common(Fagus sylvatica) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Buckthorn, purging(Rhamnus cathartica) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Common privet(Ligustrum vulgare) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Heather(Calluna vulgaris) | Holly(Ilex aquifolium) | Hornbeam(Carpinus betulus) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea)",239,108.331535339356
368,3469335.64721379,1228703.333653,0.738464636275474,4698038.98086678,1,-0.495432253286718,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Corporate Employees, Local Residents, School Children

",2023-03-08,200,1,,"Alder(Alnus glutinosa) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, wild(Prunus avium) | Dog Rose(Rosa canina) | Dogwood(Cornus sanguinea) | Elder(Sambucus nigra) | Elm, wych(Ulmus glabra) | Guelder, rose(Viburnum opulus) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Hornbeam(Carpinus betulus) | Lime, small-leaved(Tilia cordata) | Oak, english(Quercus robur) | Rowan(Sorbus aucuparia) | Spindle(Euonymus europaea) | Wild service tree(Sorbus torminalis)",246,26.1818790435791
374,394010.102851449,829557.61275201,0.322017406823393,1223567.71560346,0,0.610526299708102,Bare Earth Or Grass,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children

",2023-03-16,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Dog Rose(Rosa canina) | Elder(Sambucus nigra) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, goat(Salix caprea)",238,165.265975952148
375,609573.174369634,1293390.05441407,0.320328404222107,1902963.2287837,0,0.39426799123392,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, Local Residents, School Children

",2023-03-21,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",233,149.741806030273
376,798551.100882864,195243.003023101,0.803537772808546,993794.10390596,0,0.683665511895572,Bare Earth Or Grass,Attraction Or Activity,"[""Outdoor Amenity""]",Urban,"Volunteer Group, Local Residents, School Children

",2023-03-29,200,,No,"Alder(Alnus glutinosa) | Apple, crab(Malus sylvestris) | Aspen(Populus tremula) | Birch, downy(Betula pubescens) | Birch, silver(Betula pendula) | Blackthorn(Prunus spinosa) | Broom(Cytisus scoparius) | Cherry, bird(Prunus padus) | Cherry, wild(Prunus avium) | Hawthorn(Crataegus monogyna) | Hazel(Corylus avellana) | Holly(Ilex aquifolium) | Oak, english(Quercus robur) | Oak, sessile(Quercus petraea) | Pine, scots(Pinus sylvestris) | Rowan(Sorbus aucuparia) | Willow, grey(Salix cinerea subsp. Oleifolia)",225,15.4416751861572
378,1084712.77724325,949856.781497353,0.533141161275747,2034569.5587406,0,0.352376395324274,Bare Earth Or Grass,Sports Attraction Or Facility,[],Urban,"Volunteer Group, Local Residents, School Children

",2023-03-26,200,,No,NA,228,84.9502029418945
379,954034.514928615,642378.592005484,0.597611301726802,9469.908365,0,0.996985634546166,Mixed Trees,Unknown Or Unused Natural,[],Urban,"Volunteer Group, Local Residents, School Children

",2023-03-27,200,,No,NA,227,90.7230682373047
385,766369.452302146,1658645.4301192,0.316026700643146,2426633.72357183,0,0.227578495640103,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,204,18,No,NA,312,21.4240398406982
386,678047.171547399,1368251.35243387,0.331353008176047,2047664.32557045,0,0.348208201585061,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,204,18,No,NA,312,20.7740459442139
387,808390.936829862,1642106.66421465,0.329888483255519,2452133.27098966,0,0.219461737603797,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,204,18,No,NA,312,20.7740459442139
388,1301417.72395069,1063672.95777533,0.550261236918377,2366620.51073169,0,0.246681294588771,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children, University Staff & Students

",2023-01-01,200,21,No,NA,312,18.6469745635986
389,628377.188588944,2142698.89554814,0.226762878214014,2772920.19617616,0,0.117352087958433,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children

",2023-01-01,230,47,No,NA,312,8
390,226072.63488479,2625649.64117958,0.0792758245718056,2853607.11050979,0,0.0916686454403726,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children

",2023-01-01,202,21,No,NA,312,52.352481842041
391,225893.19142145,2625892.62059318,0.0792111351665185,2853670.68226719,0,0.0916484099215094,Bare Earth Or Grass,Education,"[""School""]",Rural,"School Children

",2023-01-01,202,21,No,NA,312,52.1252899169922
392,1053861.30507298,1059267.07022143,0.498720909431803,2114530.74186417,0,0.326923960225091,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,200,21,No,NA,312,11
393,1047641.49922488,1063911.74367657,0.496147327919298,2112954.50290723,0,0.327425692668073,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,200,21,No,NA,312,11
394,1571362.97655455,553498.159981316,0.73951325549505,2126243.99146598,0,0.323195517077494,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,205,18,No,NA,312,9.62172412872314
395,1003997.38055643,1392413.76157708,0.418958734961721,2397936.57752552,0,0.236713080931903,Bare Earth Or Grass,Education,"[""School""]",Urban,"School Children

",2023-01-01,190,17,No,NA,312,5
,1837313.83805331,9129299.15672074,0.167537036177792,10966612.994774,1,-2.49078133418821,,,,,,,,,,,,
