"location_id","location_type","samplecount"
160212,"Square plot 5 x 5 m, most habitats",9
160216,"Square plot 5 x 5 m, most habitats",9
160218,"Square plot 5 x 5 m, most habitats",3
160219,"Square plot 5 x 5 m, most habitats",3
160220,"Square plot 5 x 5 m, most habitats",3
160221,"Linear plot",3
160222,"Linear plot",3
160256,"Square plot 5 x 5 m, most habitats",7
160259,"Square plot 10 x 10 m, woodlands",8
160260,"Square plot 5 x 5 m, most habitats",8
160270,"Linear plot",8
160271,"Linear plot",8
160277,"Square plot 5 x 5 m, most habitats",12
160346,"Square plot 10 x 10 m, woodlands",2
160347,"Square plot 10 x 10 m, woodlands",2
160348,"Square plot 10 x 10 m, woodlands",2
160349,"Linear plot",2
160350,"Linear plot",2
160372,"Square plot 5 x 5 m, most habitats",6
160373,"Linear plot",6
160375,"Square plot 5 x 5 m, most habitats",6
160376,"Linear plot",6
160377,"Linear plot",6
160388,"Square plot 5 x 5 m, most habitats",10
160389,"Square plot 5 x 5 m, most habitats",10
160390,"Linear plot",9
160425,"Square plot 5 x 5 m, most habitats",11
160427,"Linear plot",11
160428,"Square plot 5 x 5 m, most habitats",11
160429,"Square plot 5 x 5 m, most habitats",11
160431,"Square plot 5 x 5 m, most habitats",11
160434,"Linear plot",11
160436,"Square plot 5 x 5 m, most habitats",12
160659,"Linear plot",2
160660,"Square plot 10 x 10 m, woodlands",2
160706,"Square plot 5 x 5 m, most habitats",14
160764,"Square plot 5 x 5 m, most habitats",5
160765,"Square plot 5 x 5 m, most habitats",7
160767,"Square plot 5 x 5 m, most habitats",5
160768,"Linear plot",5
160769,"Linear plot",4
160774,"Square plot 10 x 10 m, woodlands",14
160775,"Square plot 5 x 5 m, most habitats",14
160776,"Square plot 5 x 5 m, most habitats",15
160777,"Linear plot",14
160778,"Linear plot",14
160801,"Square plot 5 x 5 m, most habitats",5
160802,"Square plot 5 x 5 m, most habitats",5
160804,"Square plot 5 x 5 m, most habitats",5
160805,"Square plot 5 x 5 m, most habitats",5
160809,"Square plot 5 x 5 m, most habitats",5
160811,"Square plot 10 x 10 m, woodlands",1
160812,"Square plot 10 x 10 m, woodlands",1
160813,"Square plot 10 x 10 m, woodlands",1
160814,"Square plot 10 x 10 m, woodlands",1
160815,"Square plot 10 x 10 m, woodlands",1
160902,"Square plot 10 x 10 m, woodlands",5
160903,"Square plot 5 x 5 m, most habitats",1
160904,"Square plot 5 x 5 m, most habitats",6
160941,"Square plot 5 x 5 m, most habitats",3
160943,"Linear plot",3
160948,"Linear plot",1
161007,"Square plot 5 x 5 m, most habitats",1
161028,"Square plot 5 x 5 m, most habitats",3
161029,"Linear plot",3
161035,"Square plot 5 x 5 m, most habitats",3
161036,"Linear plot",4
161037,"Linear plot",4
161038,"Square plot 5 x 5 m, most habitats",4
161039,"Square plot 5 x 5 m, most habitats",4
161054,"Linear plot",3
161077,"Square plot 5 x 5 m, most habitats",11
161078,"Square plot 5 x 5 m, most habitats",6
161079,"Linear plot",7
161112,"Square plot 5 x 5 m, most habitats",8
161113,"Square plot 5 x 5 m, most habitats",8
161117,"Linear plot",2
161419,"Square plot 5 x 5 m, most habitats",2
161420,"Square plot 5 x 5 m, most habitats",2
161422,"Square plot 5 x 5 m, most habitats",2
161560,"Linear plot",10
161561,"Square plot 5 x 5 m, most habitats",9
161636,"Square plot 5 x 5 m, most habitats",9
161637,"Square plot 5 x 5 m, most habitats",9
161661,"Linear plot",2
161662,"Square plot 5 x 5 m, most habitats",2
161668,"Square plot 5 x 5 m, most habitats",2
161670,"Linear plot",2
161671,"Square plot 5 x 5 m, most habitats",2
161711,"Linear plot",4
161748,"Linear plot",3
161749,"Square plot 10 x 10 m, woodlands",6
161750,"Square plot 5 x 5 m, most habitats",5
161751,"Square plot 10 x 10 m, woodlands",3
161752,"Square plot 10 x 10 m, woodlands",6
161753,"Linear plot",6
161754,"Linear plot",7
161784,"Linear plot",6
161786,"Square plot 5 x 5 m, most habitats",5
161787,"Square plot 5 x 5 m, most habitats",4
161788,"Square plot 5 x 5 m, most habitats",3
161792,"Square plot 5 x 5 m, most habitats",4
161800,"Square plot 5 x 5 m, most habitats",4
161807,"Square plot 10 x 10 m, woodlands",1
161809,"Square plot 10 x 10 m, woodlands",4
161810,"Square plot 5 x 5 m, most habitats",1
161813,"Linear plot",1
161825,"Linear plot",4
161832,"Linear plot",4
161902,"Square plot 5 x 5 m, most habitats",9
161903,"Square plot 5 x 5 m, most habitats",9
161905,"Linear plot",10
161906,"Linear plot",9
161991,"Linear plot",9
161993,"Linear plot",9
162024,"Square plot 5 x 5 m, most habitats",14
162025,"Square plot 5 x 5 m, most habitats",14
162026,"Square plot 5 x 5 m, most habitats",14
162037,"Linear plot",14
162038,"Square plot 5 x 5 m, most habitats",14
162050,"Square plot 10 x 10 m, woodlands",3
162051,"Linear plot",4
162052,"Linear plot",4
162202,"Linear plot",1
162203,"Linear plot",1
162233,"Square plot 5 x 5 m, most habitats",6
162242,"Square plot 5 x 5 m, most habitats",11
162268,"Square plot 10 x 10 m, woodlands",12
162269,"Linear plot",12
162272,"Linear plot",12
162273,"Square plot 5 x 5 m, most habitats",12
162274,"Linear plot",12
162314,"Linear plot",11
162442,"Square plot 10 x 10 m, woodlands",1
162443,"Square plot 10 x 10 m, woodlands",1
162446,"Square plot 5 x 5 m, most habitats",4
162447,"Linear plot",4
162448,"Linear plot",4
162449,"Linear plot",4
162450,"Square plot 10 x 10 m, woodlands",4
162474,"Square plot 5 x 5 m, most habitats",11
162484,"Square plot 5 x 5 m, most habitats",4
162487,"Square plot 5 x 5 m, most habitats",3
162534,"Square plot 5 x 5 m, most habitats",1
162535,"Square plot 5 x 5 m, most habitats",4
162629,"Square plot 5 x 5 m, most habitats",1
162642,"Linear plot",14
162643,"Square plot 5 x 5 m, most habitats",13
162644,"Square plot 5 x 5 m, most habitats",13
162645,"Square plot 10 x 10 m, woodlands",13
162646,"Linear plot",4
162663,"Square plot 5 x 5 m, most habitats",5
162697,"Square plot 5 x 5 m, most habitats",1
162752,"Square plot 5 x 5 m, most habitats",1
162831,"Square plot 5 x 5 m, most habitats",2
162833,"Square plot 5 x 5 m, most habitats",1
162840,"Square plot 5 x 5 m, most habitats",1
162841,"Linear plot",1
162842,"Square plot 5 x 5 m, most habitats",1
162954,"Linear plot",1
162956,"Square plot 5 x 5 m, most habitats",6
162957,"Square plot 5 x 5 m, most habitats",3
162983,"Square plot 5 x 5 m, most habitats",7
163009,"Square plot 5 x 5 m, most habitats",4
163058,"Square plot 5 x 5 m, most habitats",7
163059,"Square plot 5 x 5 m, most habitats",7
163061,"Square plot 5 x 5 m, most habitats",3
163065,"Square plot 5 x 5 m, most habitats",8
163077,"Linear plot",2
163085,"Square plot 10 x 10 m, woodlands",6
163120,"Square plot 5 x 5 m, most habitats",5
163121,"Square plot 5 x 5 m, most habitats",4
163129,"Square plot 10 x 10 m, woodlands",6
163147,"Square plot 10 x 10 m, woodlands",10
163156,"Square plot 10 x 10 m, woodlands",10
163157,"Square plot 5 x 5 m, most habitats",10
163158,"Linear plot",10
163159,"Linear plot",10
163196,"Square plot 5 x 5 m, most habitats",6
163197,"Square plot 5 x 5 m, most habitats",1
163198,"Linear plot",6
163202,"Linear plot",1
163219,"Square plot 5 x 5 m, most habitats",1
163260,"Square plot 10 x 10 m, woodlands",5
163286,"Square plot 5 x 5 m, most habitats",2
163291,"Square plot 5 x 5 m, most habitats",2
163292,"Linear plot",2
163293,"Square plot 5 x 5 m, most habitats",2
163315,"Linear plot",10
163316,"Square plot 10 x 10 m, woodlands",10
163321,"Linear plot",1
163370,"Square plot 10 x 10 m, woodlands",8
163372,"Square plot 10 x 10 m, woodlands",8
163374,"Linear plot",7
163375,"Linear plot",11
163410,"Square plot 5 x 5 m, most habitats",2
163434,"Square plot 5 x 5 m, most habitats",3
163435,"Square plot 10 x 10 m, woodlands",3
163436,"Linear plot",4
163438,"Square plot 5 x 5 m, most habitats",3
163439,"Square plot 10 x 10 m, woodlands",3
163440,"Linear plot",3
163532,"Square plot 10 x 10 m, woodlands",1
163533,"Linear plot",1
163534,"Linear plot",1
163535,"Square plot 5 x 5 m, most habitats",1
163536,"Square plot 5 x 5 m, most habitats",2
163537,"Linear plot",2
163545,"Linear plot",2
163549,"Linear plot",1
163550,"Linear plot",1
163551,"Square plot 5 x 5 m, most habitats",1
163552,"Square plot 5 x 5 m, most habitats",1
163553,"Square plot 5 x 5 m, most habitats",1
163567,"Linear plot",8
163569,"Square plot 5 x 5 m, most habitats",7
163584,"Square plot 10 x 10 m, woodlands",2
163585,"Linear plot",2
163586,"Square plot 5 x 5 m, most habitats",2
163617,"Linear plot",7
163618,"Square plot 5 x 5 m, most habitats",7
163619,"Square plot 5 x 5 m, most habitats",7
163631,"Square plot 5 x 5 m, most habitats",4
163640,"Linear plot",7
163641,"Linear plot",6
163649,"Linear plot",4
163653,"Square plot 5 x 5 m, most habitats",6
163655,"Square plot 5 x 5 m, most habitats",6
163656,"Square plot 5 x 5 m, most habitats",5
163678,"Square plot 5 x 5 m, most habitats",3
163681,"Square plot 10 x 10 m, woodlands",3
163682,"Square plot 5 x 5 m, most habitats",3
163683,"Square plot 10 x 10 m, woodlands",3
163684,"Linear plot",3
163687,"Square plot 10 x 10 m, woodlands",4
163720,"Linear plot",1
163721,"Linear plot",1
163722,"Square plot 10 x 10 m, woodlands",1
163723,"Square plot 10 x 10 m, woodlands",1
163731,"Linear plot",11
163733,"Linear plot",12
163751,"Square plot 5 x 5 m, most habitats",12
163754,"Square plot 10 x 10 m, woodlands",12
163755,"Linear plot",10
163756,"Linear plot",10
163757,"Linear plot",10
163758,"Linear plot",10
163759,"Linear plot",10
163760,"Square plot 10 x 10 m, woodlands",12
163761,"Square plot 5 x 5 m, most habitats",12
163791,"Linear plot",11
163792,"Linear plot",13
163793,"Square plot 5 x 5 m, most habitats",11
163812,"Square plot 5 x 5 m, most habitats",6
163813,"Square plot 5 x 5 m, most habitats",6
163814,"Square plot 5 x 5 m, most habitats",6
163815,"Linear plot",6
163816,"Linear plot",6
163818,"Linear plot",7
163819,"Square plot 5 x 5 m, most habitats",7
163821,"Square plot 5 x 5 m, most habitats",7
163822,"Square plot 10 x 10 m, woodlands",4
163823,"Square plot 5 x 5 m, most habitats",7
163824,"Square plot 5 x 5 m, most habitats",4
163855,"Square plot 5 x 5 m, most habitats",2
163856,"Linear plot",2
163862,"Linear plot",2
163863,"Square plot 5 x 5 m, most habitats",2
163864,"Linear plot",2
163865,"Square plot 5 x 5 m, most habitats",2
163878,"Square plot 5 x 5 m, most habitats",2
163880,"Linear plot",1
163881,"Square plot 5 x 5 m, most habitats",1
163882,"Square plot 5 x 5 m, most habitats",1
163883,"Square plot 5 x 5 m, most habitats",1
163889,"Square plot 5 x 5 m, most habitats",1
163890,"Square plot 5 x 5 m, most habitats",3
163892,"Linear plot",3
163894,"Linear plot",3
163895,"Square plot 5 x 5 m, most habitats",3
163896,"Square plot 5 x 5 m, most habitats",3
163897,"Linear plot",12
163898,"Square plot 5 x 5 m, most habitats",12
163901,"Linear plot",1
163903,"Square plot 5 x 5 m, most habitats",1
163904,"Square plot 5 x 5 m, most habitats",1
163905,"Square plot 5 x 5 m, most habitats",1
163906,"Square plot 5 x 5 m, most habitats",1
163944,"Linear plot",8
163961,"Square plot 5 x 5 m, most habitats",2
163965,"Square plot 5 x 5 m, most habitats",2
163966,"Square plot 10 x 10 m, woodlands",7
163967,"Square plot 10 x 10 m, woodlands",9
163968,"Linear plot",9
163969,"Square plot 5 x 5 m, most habitats",2
163971,"Square plot 10 x 10 m, woodlands",1
163975,"Square plot 10 x 10 m, woodlands",3
164012,"Square plot 10 x 10 m, woodlands",4
164016,"Linear plot",2
164017,"Square plot 5 x 5 m, most habitats",2
164018,"Square plot 5 x 5 m, most habitats",3
164019,"Square plot 5 x 5 m, most habitats",1
164021,"Linear plot",2
164026,"Square plot 5 x 5 m, most habitats",7
164032,"Linear plot",7
164033,"Square plot 5 x 5 m, most habitats",7
164034,"Linear plot",7
164035,"Square plot 5 x 5 m, most habitats",7
164040,"Linear plot",1
164046,"Linear plot",4
164050,"Square plot 10 x 10 m, woodlands",4
164051,"Square plot 10 x 10 m, woodlands",4
164052,"Square plot 10 x 10 m, woodlands",4
164053,"Square plot 10 x 10 m, woodlands",4
164064,"Square plot 5 x 5 m, most habitats",1
164065,"Square plot 5 x 5 m, most habitats",1
164066,"Square plot 5 x 5 m, most habitats",1
164068,"Linear plot",1
164070,"Linear plot",1
164073,"Square plot 5 x 5 m, most habitats",1
164074,"Square plot 5 x 5 m, most habitats",1
164075,"Square plot 5 x 5 m, most habitats",1
164076,"Square plot 5 x 5 m, most habitats",1
164078,"Linear plot",1
164079,"Square plot 5 x 5 m, most habitats",1
164081,"Square plot 10 x 10 m, woodlands",1
164124,"Square plot 10 x 10 m, woodlands",4
164127,"Square plot 10 x 10 m, woodlands",2
164128,"Square plot 5 x 5 m, most habitats",2
164129,"Square plot 5 x 5 m, most habitats",2
164130,"Linear plot",2
164131,"Linear plot",2
164135,"Square plot 5 x 5 m, most habitats",14
164136,"Linear plot",14
164137,"Square plot 10 x 10 m, woodlands",14
164138,"Square plot 5 x 5 m, most habitats",14
164139,"Linear plot",14
164158,"Square plot 10 x 10 m, woodlands",3
164159,"Linear plot",4
164160,"Linear plot",4
164161,"Linear plot",4
164162,"Square plot 10 x 10 m, woodlands",3
164163,"Square plot 5 x 5 m, most habitats",3
164164,"Linear plot",3
164165,"Linear plot",3
164166,"Linear plot",3
164173,"Square plot 5 x 5 m, most habitats",1
164174,"Square plot 5 x 5 m, most habitats",1
164175,"Linear plot",1
164176,"Linear plot",1
164210,"Square plot 10 x 10 m, woodlands",7
164220,"Linear plot",8
164221,"Linear plot",8
164222,"Square plot 5 x 5 m, most habitats",7
164223,"Linear plot",7
164236,"Linear plot",2
164237,"Square plot 5 x 5 m, most habitats",2
164238,"Square plot 5 x 5 m, most habitats",2
164239,"Square plot 5 x 5 m, most habitats",2
164353,"Square plot 5 x 5 m, most habitats",3
164367,"Linear plot",3
164374,"Square plot 5 x 5 m, most habitats",2
164470,"Square plot 5 x 5 m, most habitats",1
164478,"Square plot 5 x 5 m, most habitats",3
164498,"Linear plot",5
164499,"Square plot 5 x 5 m, most habitats",6
164500,"Linear plot",6
164501,"Square plot 5 x 5 m, most habitats",6
164502,"Square plot 5 x 5 m, most habitats",6
164504,"Square plot 5 x 5 m, most habitats",1
164505,"Linear plot",1
164508,"Square plot 5 x 5 m, most habitats",4
164517,"Linear plot",4
164518,"Square plot 5 x 5 m, most habitats",4
164519,"Square plot 5 x 5 m, most habitats",4
164520,"Square plot 5 x 5 m, most habitats",4
164522,"Square plot 5 x 5 m, most habitats",4
164523,"Square plot 5 x 5 m, most habitats",4
164524,"Square plot 5 x 5 m, most habitats",4
164525,"Linear plot",4
164529,"Square plot 5 x 5 m, most habitats",1
164530,"Square plot 5 x 5 m, most habitats",1
164531,"Linear plot",1
164532,"Square plot 5 x 5 m, most habitats",1
164533,"Square plot 5 x 5 m, most habitats",1
164541,"Linear plot",1
164542,"Linear plot",1
164544,"Linear plot",1
164547,"Linear plot",1
164684,"Linear plot",7
164685,"Square plot 5 x 5 m, most habitats",7
164686,"Linear plot",5
164687,"Square plot 5 x 5 m, most habitats",5
164698,"Linear plot",3
164700,"Square plot 5 x 5 m, most habitats",3
164717,"Square plot 5 x 5 m, most habitats",13
164719,"Square plot 5 x 5 m, most habitats",13
164720,"Square plot 10 x 10 m, woodlands",13
164721,"Linear plot",13
164722,"Linear plot",13
164733,"Linear plot",10
164734,"Linear plot",10
164735,"Square plot 10 x 10 m, woodlands",8
164736,"Square plot 5 x 5 m, most habitats",7
164805,"Square plot 5 x 5 m, most habitats",5
164806,"Square plot 5 x 5 m, most habitats",2
164853,"Linear plot",4
164881,"Linear plot",2
164884,"Square plot 5 x 5 m, most habitats",4
164919,"Square plot 10 x 10 m, woodlands",1
164920,"Square plot 5 x 5 m, most habitats",1
164921,"Linear plot",5
164922,"Square plot 5 x 5 m, most habitats",2
164972,"Square plot 5 x 5 m, most habitats",2
164973,"Square plot 5 x 5 m, most habitats",2
164974,"Square plot 5 x 5 m, most habitats",2
164975,"Linear plot",2
164976,"Linear plot",2
164977,"Square plot 5 x 5 m, most habitats",2
164984,"Square plot 5 x 5 m, most habitats",5
164985,"Square plot 5 x 5 m, most habitats",2
165011,"Linear plot",1
165013,"Linear plot",1
165014,"Linear plot",1
165015,"Square plot 5 x 5 m, most habitats",1
165016,"Linear plot",1
165017,"Square plot 5 x 5 m, most habitats",1
165047,"Linear plot",2
165048,"Square plot 5 x 5 m, most habitats",2
165052,"Linear plot",2
165060,"Linear plot",2
165068,"Linear plot",3
165069,"Linear plot",2
165071,"Square plot 5 x 5 m, most habitats",3
165072,"Square plot 5 x 5 m, most habitats",2
165073,"Square plot 5 x 5 m, most habitats",2
165075,"Linear plot",2
165076,"Square plot 5 x 5 m, most habitats",2
165077,"Linear plot",2
165086,"Linear plot",9
165087,"Square plot 5 x 5 m, most habitats",6
165088,"Square plot 5 x 5 m, most habitats",7
165089,"Linear plot",6
165090,"Square plot 5 x 5 m, most habitats",7
165094,"Square plot 5 x 5 m, most habitats",6
165095,"Square plot 10 x 10 m, woodlands",9
165096,"Linear plot",6
165097,"Square plot 10 x 10 m, woodlands",7
165110,"Square plot 5 x 5 m, most habitats",12
165114,"Square plot 5 x 5 m, most habitats",2
165115,"Square plot 5 x 5 m, most habitats",2
165116,"Square plot 5 x 5 m, most habitats",2
165122,"Square plot 5 x 5 m, most habitats",6
165123,"Linear plot",6
165126,"Square plot 10 x 10 m, woodlands",6
165132,"Linear plot",6
165133,"Square plot 5 x 5 m, most habitats",6
165134,"Square plot 5 x 5 m, most habitats",5
